"ADMX","Parent Category","Name","Display Name","Class","Explain Text","Supported On","Key","Value Name"
"inetres.admx","Compatibility View","CompatView_DisableList","Turn off Compatibility View","Both","","At least Internet Explorer 8.0","Software\Policies\Microsoft\Internet Explorer\BrowserEmulation","DisableSiteListEditing"
"inetres.admx","Compatibility View","CompatView_IntranetSites","Turn on Internet Explorer Standards Mode for local intranet","Both","","At least Internet Explorer 8.0","Software\Policies\Microsoft\Internet Explorer\BrowserEmulation","IntranetCompatibilityMode"
"inetres.admx","Compatibility View","CompatView_ShowButton","Turn off Compatibility View button","Both","","Internet Explorer 8.0 to Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\CommandBar","ShowCompatibilityViewButton"
"inetres.admx","Compatibility View","CompatView_UsePolicyList","Use Policy List of Internet Explorer 7 sites","Both","","At least Internet Explorer 8.0","Software\Policies\Microsoft\Internet Explorer\BrowserEmulation\PolicyList",""
"inetres.admx","Compatibility View","CompatView_UseQuirksPolicyList","Use Policy List of Quirks Mode sites","Both","","At least Internet Explorer 8.0","Software\Policies\Microsoft\Internet Explorer\BrowserEmulation\QuirksPolicyList",""
"inetres.admx","Compatibility View","CompatView_UseMSList","Include updated website lists from Microsoft","Both","","At least Internet Explorer 8.0","Software\Policies\Microsoft\Internet Explorer\BrowserEmulation","MSCompatibilityMode"
"inetres.admx","Internet Explorer","TurnOffPinnedSites","Turn off ability to pin sites in Internet Explorer on the desktop","Both","","At least Internet Explorer 9.0","Software\Policies\Microsoft\Internet Explorer\Main","DisableAddSiteMode"
"inetres.admx","Internet Explorer","EnterpriseModeEnable","Let users turn on and use Enterprise Mode from the Tools menu","Both","","At least Internet Explorer 11.0","Software\Policies\Microsoft\Internet Explorer\Main\EnterpriseMode","Enable"
"inetres.admx","Internet Explorer","EnterpriseModeSiteList","Use the Enterprise Mode IE website list","Both","","At least Internet Explorer 11.0","Software\Policies\Microsoft\Internet Explorer\Main\EnterpriseMode","SiteList"
"inetres.admx","Internet Explorer","RestrictInternetExplorer","Send all sites not included in the Enterprise Mode Site List to Microsoft Edge.","Both","","At least Internet Explorer 11.0 on Windows 10, vertion 1607 or later","Software\Policies\Microsoft\Internet Explorer\Main\EnterpriseMode","RestrictIE"
"inetres.admx","Internet Explorer","ShowMessageWhenOpeningSitesInMicrosoftEdge","Show message when opening sites in Microsoft Edge using Enterprise Mode","Both","","At least Internet Explorer 11.0 on Windows 10, vertion 1607 or later","Software\Policies\Microsoft\Internet Explorer\Main\EnterpriseMode","ShowMessageWhenOpeningSitesInMicrosoftEdge"
"inetres.admx","Internet Explorer","NeedEdgeBrowser","Configure which channel of Microsoft Edge to use for opening redirected sites","Both","","At least Internet Explorer 11.0","Software\Policies\Microsoft\Internet Explorer\Main\EnterpriseMode","NeedEdgeBrowser ; NeedEdgeBrowser2 ; NeedEdgeBrowser3"
"inetres.admx","Internet Explorer","KeepIntranetSitesInInternetExplorer","Keep all intranet sites in Internet Explorer","Both","","At least Internet Explorer 11.0","Software\Policies\Microsoft\Internet Explorer\Main\EnterpriseMode","KeepIntranetSitesInInternetExplorer"
"inetres.admx","Browsing History","DefaultDomainCacheLimitInMB","Set default storage limits for websites","Both","","At least Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\BrowserStorage","DefaultDomainCacheLimitInMB"
"inetres.admx","Browsing History","IndexedDB_AllowWebsiteDatabases","Allow websites to store indexed databases on client computers","Both","","At least Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\BrowserStorage\IndexedDB","AllowWebsiteDatabases"
"inetres.admx","Browsing History","IndexedDB_MaxTrustedDomainLimitInMB","Set indexed database storage limits for individual domains","Both","","At least Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\BrowserStorage\IndexedDB","MaxTrustedDomainLimitInMB"
"inetres.admx","Browsing History","IndexedDB_TotalLimitInMB","Set maximum indexed database storage limit for all domains","Both","","At least Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\BrowserStorage\IndexedDB","TotalLimitInMB"
"inetres.admx","Browsing History","AppCache_AllowWebsiteCaches","Allow websites to store application caches on client computers","Both","","At least Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\BrowserStorage\AppCache","AllowWebsiteCaches"
"inetres.admx","Browsing History","AppCache_MaxTrustedDomainLimitInMB","Set application cache storage limits for individual domains","Both","","At least Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\BrowserStorage\AppCache","MaxTrustedDomainLimitInMB"
"inetres.admx","Browsing History","AppCache_TotalLimitInMB","Set maximum application caches storage limit for all domains","Both","","At least Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\BrowserStorage\AppCache","TotalLimitInMB"
"inetres.admx","Browsing History","AppCache_GarbageCollectionThresholdInDays","Set application caches expiration time limit for individual domains","Both","","At least Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\BrowserStorage\AppCache","GarbageCollectionThresholdInDays"
"inetres.admx","Browsing History","AppCache_ManifestResourceQuota","Set maximum application cache resource list size","Both","","At least Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\BrowserStorage\AppCache","ManifestResourceQuota"
"inetres.admx","Browsing History","AppCache_ManifestSingleResourceQuotaInMB","Set maximum application cache individual resource size","Both","","At least Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\BrowserStorage\AppCache","ManifestSingleResourceQuotaInMB"
"inetres.admx","General Page","ContinuousBrowsing","Start Internet Explorer with tabs from last browsing session","Both","","At least Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\ContinuousBrowsing","Enabled"
"inetres.admx","Internet Settings","DefaultTilesView","Open Internet Explorer tiles on the desktop","Both","","At least Internet Explorer 10.0 on Windows 8","Software\Policies\Microsoft\Internet Explorer\Main","ApplicationTileImmersiveActivation"
"inetres.admx","Internet Settings","DefaultLinksView","Set how links are opened in Internet Explorer","Both","","At least Internet Explorer 10.0 on Windows 8","Software\Policies\Microsoft\Internet Explorer\Main","AssociationActivationMode"
"inetres.admx","Internet Explorer","EnableAutoUpgrade","Install new versions of Internet Explorer automatically","Machine","","At least Internet Explorer 10.0","Software\Policies\Microsoft\Internet Explorer\Main","EnableAutoUpgrade"
"inetres.admx","Internet Explorer","SiteDiscoveryEnableWMI","Turn on Site Discovery WMI output","Both","","At least Internet Explorer 8.0","Software\Microsoft\Internet Explorer\WMITelemetry","Active"
"inetres.admx","Internet Explorer","SiteDiscoveryEnableXML","Turn on Site Discovery XML output","Both","","At least Internet Explorer 8.0","Software\Microsoft\Internet Explorer\WMITelemetry","XMLPath"
"inetres.admx","Internet Explorer","SiteDiscoveryZoneAllowList","Limit Site Discovery output by Zone","Both","","At least Internet Explorer 8.0","Software\Microsoft\Internet Explorer\WMITelemetry","ZoneAllowList"
"inetres.admx","Internet Explorer","SiteDiscoveryDomainAllowList","Limit Site Discovery output by Domain","Both","","At least Internet Explorer 8.0","Software\Microsoft\Internet Explorer\WMITelemetry","DomainAllowList"
"inf15.admx","Security","L_InfoPathAPTCAAssemblyAllowableList","InfoPath APTCA Assembly allowable list","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\aptca",""
"inf15.admx","Security","L_MicrosoftIEFeatureControlOptin","Windows Internet Explorer Feature Control Opt-In","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","iefeaturecontrols"
"inf15.admx","Security","L_InfoPathAPTCAAssemblyAllowableListEnforcement","InfoPath APTCA Assembly Allowable List Enforcement","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","aptca_allowlist"
"inf15.admx","General","L_Recentlyusedfilelist","Number of documents in the Recent documents list","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\designer file mru","max display ; max display"
"inf15.admx","Design","L_Entertextdirectionfornewforms","Enter text direction for new forms","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\designer","bidirtlform"
"inf15.admx","Spelling & Grammar","L_Hidespellingerrors","Hide spelling errors","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\proofing","hidespellingerrors"
"inf15.admx","East Asian Language Find","L_Matchfullhalfwidthforms","Match full/half width forms","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\fe","eqbyte"
"inf15.admx","East Asian Language Find","L_Matchminusdashcho","Match minus, dash, cho","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\fe","eqminus"
"inf15.admx","East Asian Language Find","L_Matchchoonusedforvowels","Match cho-on used for vowels","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\fe","eqlongvowel"
"inf15.admx","East Asian Language Find","L_SetEAlinebreaking","Set EA line breaking","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\designer\fe","linebreaking"
"inf15.admx","Ink","L_InkEntry","Ink Entry","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\editorcommon","inkentry"
"inf15.admx","Ink","L_DisplaywarningdialogthatuserisenteringtextinInkentrymode","Display a warning dialog box that user is entering text in Ink entry mode","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\editorcommon","inkentryprompt"
"inf15.admx","Ink","L_Entermillisecondsbeforerecognizinghandwriting","Enter milliseconds before recognizing handwriting","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\editorcommon","inkentrydelaytime"
"inf15.admx","Ink","L_Displayashadedinkguideforhandwriting","Display a shaded ink guide for handwriting","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\editorcommon","inkentryguide"
"inf15.admx","Advanced","L_EnableAutoRecover","Enable AutoRecover","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath","enableautorecover"
"inf15.admx","Advanced","L_AutoRecoverInterval","AutoRecover Interval","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath","autorecoverinterval"
"inf15.admx","Advanced","L_DisableCommonLanguageRuntimeerrorswhenfillingoutforms","Disable Common Language Runtime errors when filling out forms","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\form debugging","showexceptionsdialog"
"inf15.admx","Offline","L_Offlinedatacachedperformtemplate","Offline data cached per form template","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\editor\offline","maxcachedsolutionsize"
"inf15.admx","Offline","L_OfflineModecachesize","Offline Mode cache size","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\editor\offline","maxcachesize"
"inf15.admx","Offline","L_OfflineModestatus","Offline Mode status","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\editor\offline","cachedmodestatus"
"inf15.admx","Predefined","L_Disablecommandbarbuttonsandmenuitems","Disable commands","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\disabledcmdbaritemscheckboxes","fileprint ; sendtomailrecipient ; fileprintpreview ; filepagesetup ; fileinserthyperlink ; toolssetlanguage ; toolsoptions ; printdefault"
"inf15.admx","Predefined","L_Disableshortcutkeys","Disable shortcut keys","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\disabledshortcutkeyscheckboxes","print ; printpreview ; inserthyperlink"
"inf15.admx","Custom","L_disablecommandbarbuttonsandmenuitems5","Disable commands","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\disabledcmdbaritemslist",""
"inf15.admx","Trusted Locations","L_TrustedLoc01","Trusted Location #1","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location1","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc02","Trusted Location #2","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location2","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc03","Trusted Location #3","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location3","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc04","Trusted Location #4","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location4","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc05","Trusted Location #5","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location5","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc06","Trusted Location #6","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location6","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc07","Trusted Location #7","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location7","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc08","Trusted Location #8","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location8","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc09","Trusted Location #9","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location9","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc10","Trusted Location #10","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location10","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc11","Trusted Location #11","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location11","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc12","Trusted Location #12","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location12","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc13","Trusted Location #13","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location13","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc14","Trusted Location #14","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location14","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc15","Trusted Location #15","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location15","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc16","Trusted Location #16","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location16","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc17","Trusted Location #17","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location17","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc18","Trusted Location #18","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location18","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc19","Trusted Location #19","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location19","path ; date ; description"
"inf15.admx","Trusted Locations","L_TrustedLoc20","Trusted Location #20","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations\location20","path ; date ; description"
"inf15.admx","Trust Center","L_DisableTrustedLoc","Disable all trusted locations","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security\trusted locations","alllocationsdisabled"
"inf15.admx","Trust Center","L_BlockCrossDomainDataFormRetrieval","Block cross-domain data form retrieval","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","crossdomaindataconnectionwarnings"
"inf15.admx","Trust Center","L_Disableallapplicationextensions","Disable all application add-ins","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","disablealladdins"
"inf15.admx","Trust Center","L_RequirethatApplicationExtensionsaresigned","Require that application add-ins are signed by Trusted Publisher","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","requireaddinsig"
"inf15.admx","Trust Center","L_DisableTrustBarNotificationforunsigned","Disable Trust Bar Notification for unsigned application add-ins","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","notbpromptunsignedaddin"
"inf15.admx","Security","L_RunManagedCodeFromInternet","Disable opening forms with managed code from the Internet security zone","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","runmanagedcodefrominternet"
"inf15.admx","Security","L_ControlBehaviorforWindowsSharePointServerGradualUpgrade","Control behavior for Microsoft SharePoint Foundation gradual upgrade","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","gradualupgraderedirection"
"inf15.admx","Security","L_DisableopeningofsolutionsfromtheInternetsecurityzone","Disable opening of solutions from the Internet security zone","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","allowinternetsolutions"
"inf15.admx","Security","L_Disablefullytrustedsolutionsfullaccesstomachine","Disable fully trusted solutions full access to computer","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","runfulltrustsolutions"
"inf15.admx","Security","L_AllowtheuseofActiveXCustomControlsinInfoPathforms","Allow the use of ActiveX Custom Controls in InfoPath forms","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath","enableactivexcontrols"
"inf15.admx","Security","L_Allowfiletypesasattachmentstoforms","Allow file types as attachments to forms","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","unsafefiletypesremove"
"inf15.admx","Security","L_Blockspecificfiletypesasattachmentstoforms","Block specific file types as attachments to forms","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","unsafefiletypesadd"
"inf15.admx","Security","L_Preventusersfromallowingunsafefiletypestobeattachedtoforms","Prevent users from allowing unsafe file types to be attached to forms","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","disallowattachmentcustomization"
"inf15.admx","Security","L_Displayawarningthataformisdigitallysigned","Display a warning that a form is digitally signed","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","signaturewarning"
"inf15.admx","Security","L_BeaconingUIPolicy","Beaconing UI for forms opened in InfoPath","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","infopathbeaconingui"
"inf15.admx","Security","L_ActiveXBeaconingUIPolicy","Beaconing UI for forms opened in InfoPath Filler ActiveX","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","editoractivexbeaconingui"
"inf15.admx","InfoPath e-mail forms","L_ControlbehaviorwhenopeningInfoPathemailformsconta","Control behavior when opening InfoPath e-mail forms containing code or script","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","emailformsruncodeandscript"
"inf15.admx","InfoPath e-mail forms","L_FormTemplatePolicy","Disable sending form template with e-mail forms","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\deployment","mailxsnwithxml"
"inf15.admx","InfoPath e-mail forms","L_DisableCacheXSNPolicy","Disable dynamic caching of the form template in InfoPath e-mail forms","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\deployment","cachemailxsn"
"inf15.admx","InfoPath e-mail forms","L_DisableEmailFormsPolicy","Disable sending InfoPath 2003 Forms as e-mail forms","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath","disableinfopath2003emailforms"
"inf15.admx","InfoPath e-mail forms","L_RestrictedEmailFormsPolicy","Disable e-mail forms running in restricted security level","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","enablerestrictedemailforms"
"inf15.admx","InfoPath e-mail forms","L_DisableInternetEmailFormsPolicy","Disable e-mail forms from the Internet security zone","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","enableinternetemailforms"
"inf15.admx","InfoPath e-mail forms","L_DisableIntranetEmailFormsPolicy","Disable e-mail forms from the Intranet security zone","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","enableintranetemailforms"
"inf15.admx","InfoPath e-mail forms","L_DisableFullTrustEmailFormsPolicy","Disable e-mail forms from the Full Trust security zone","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","enablefulltrustemailforms"
"inf15.admx","InfoPath e-mail forms","L_DisableOutlookEmailFormsPolicy","Disable InfoPath e-mail forms in Outlook","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\outlook\options\mail","disableinfopathforms"
"inf15.admx","InfoPath e-mail forms","L_DisableExporttoExcelEmailFormsPolicy","Disable exporting InfoPath e-mail forms to Excel","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\outlook\options\infopath","disableexporttoexcel"
"inf15.admx","InfoPath e-mail forms","L_DisableMergeEmailFormsPolicy","Disable merging InfoPath e-mail forms","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\outlook\options\infopath","disablemergeininfopath"
"inf15.admx","InfoPath e-mail forms","L_DisableExportEmailFormsPolicy","Disable export InfoPath e-mail forms","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\outlook\options\infopath","disableexportinfopathforms"
"inf15.admx","Miscellaneous","L_EmailFormsBeaconingUI","Email Forms Beaconing UI","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\security","emailformsbeaconingui"
"inf15.admx","Miscellaneous","L_URLoflocationwhereTemplatepartsareStored","Enter URL of location where template parts are stored","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\designer","ipcustomcontrolsfolder"
"inf15.admx","Miscellaneous","L_DisableMicrosoftOfficeInfoPathEditiorControl","Disable Microsoft InfoPath Filler Control","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\editor\activexcontrol","disable"
"inf15.admx","Miscellaneous","L_TurnOffInfoPathDesignermode","Turn off InfoPath Designer mode","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\designer","disabledesigner"
"inf15.admx","Miscellaneous","L_Allowuserstoturnonandoffprintingofbackgroundcolors","Allow users to turn on and off printing of background colors.","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\internet explorer\main","print_background"
"inf15.admx","Miscellaneous","L_BlockAllUnmanagedAddins","Block all unmanaged add-ins","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\resiliency","restricttolist"
"inf15.admx","Miscellaneous","L_ListOfManagedAddins","List of managed add-ins","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\infopath\resiliency\addinlist",""
"InkWatson.admx","Internet Communication settings","PreventHandwritingErrorReports_1","Turn off handwriting recognition error reporting","User","","At least Windows Vista","Software\Policies\Microsoft\Windows\HandwritingErrorReports","PreventHandwritingErrorReports"
"InkWatson.admx","Internet Communication settings","PreventHandwritingErrorReports_2","Turn off handwriting recognition error reporting","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\HandwritingErrorReports","PreventHandwritingErrorReports"
"iSCSI.admx","iSCSI Target Discovery","iSCSIDiscovery_ConfigureiSNSServers","Do not allow manual configuration of iSNS servers","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\iSCSI","ConfigureiSNSServers"
"iSCSI.admx","iSCSI Target Discovery","iSCSIDiscovery_ConfigureTargetPortals","Do not allow manual configuration of target portals","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\iSCSI","ConfigureTargetPortals"
"iSCSI.admx","iSCSI Target Discovery","iSCSIDiscovery_ConfigureTargets","Do not allow manual configuration of discovered targets","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\iSCSI","ConfigureTargets"
"iSCSI.admx","iSCSI Target Discovery","iSCSIDiscovery_NewStaticTargets","Do not allow adding new targets via manual configuration","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\iSCSI","NewStaticTargets"
"iSCSI.admx","General iSCSI","iSCSIGeneral_ChangeIQNName","Do not allow changes to initiator iqn name","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\iSCSI","ChangeIQNName"
"iSCSI.admx","General iSCSI","iSCSIGeneral_RestrictAdditionalLogins","Do not allow additional session logins","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\iSCSI","RestrictAdditionalLogins"
"iSCSI.admx","iSCSI Security","iSCSISecurity_ChangeCHAPSecret","Do not allow changes to initiator CHAP secret","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\iSCSI","ChangeCHAPSecret"
"iSCSI.admx","iSCSI Security","iSCSISecurity_RequireIPSec","Do not allow connections without IPSec","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\iSCSI","RequireIPSec"
"iSCSI.admx","iSCSI Security","iSCSISecurity_RequireMutualCHAP","Do not allow sessions without mutual CHAP","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\iSCSI","RequireMutualCHAP"
"iSCSI.admx","iSCSI Security","iSCSISecurity_RequireOneWayCHAP","Do not allow sessions without one way CHAP","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\iSCSI","RequireOneWayCHAP"
"kdc.admx","KDC","emitlili","Provide information about previous logons to client computers","Machine","","At least Windows Vista","Software\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","EmitLILI"
"kdc.admx","KDC","ForestSearch","Use forest search order","Machine","","At least Windows Server 2008 R2 or Windows 7","Software\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","UseForestSearch"
"kdc.admx","KDC","CbacAndArmor","KDC support for claims, compound authentication and Kerberos armoring","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","EnableCbacAndArmor"
"kdc.admx","KDC","TicketSizeThreshold","Warning for large Kerberos tickets","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","EnableTicketSizeThreshold"
"kdc.admx","KDC","RequestCompoundId","Request compound authentication","Machine","","At least Windows Server 2012 R2, Windows 8.1 or Windows RT 8.1","Software\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","RequestCompoundId"
"kdc.admx","KDC","PKINITFreshness","KDC support for PKInit Freshness Extension","Machine","","At least Windows Server 2016, Windows 10","Software\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","PKINITFreshness"
"Kerberos.admx","Kerberos","HostToRealm","Define host name-to-Kerberos realm mappings","Machine","","At least Windows Vista","Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos","domain_realm_Enabled"
"Kerberos.admx","Kerberos","MitRealms","Define interoperable Kerberos V5 realm settings","Machine","","At least Windows Vista","Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos","MitRealms_Enabled"
